pack,modl,tyname,occurs,depth
DifferentialEquations,Unitful,"Unitful.Dimensions{(Unitful.Dimension{:Current}(-1//1), Unitful.Dimension{:Length}(2//1), Unitful.Dimension{:Mass}(1//1), Unitful.Dimension{:Time}(-2//1))}",1,0
DifferentialEquations,Core,Type{Symbolics.Arr},1,0
DifferentialEquations,Base,Val{:a1204},1,0
DifferentialEquations,Core,"Type{DiscreteFunction{false, SciMLBase.FullSpecialize}}",2,0
DifferentialEquations,Unitful,"Unitful.FreeUnits{(C, kg^-1, J, s), 𝐈 𝐋^2, nothing}",1,0
DifferentialEquations,Base,Val{:rp11},1,0
DifferentialEquations,Base,Val{:r192},2,0
DifferentialEquations,Unitful,"Unitful.Quantity{Int64, 𝐍 𝐓^-1, Unitful.FreeUnits{(mol, s^-1), 𝐍 𝐓^-1, nothing}}",2,0
DifferentialEquations,Core,"NamedTuple{(:dense, :k, :interp, :calculate_error, :destats), Tuple{Bool, Vector{Vector{Vector{Float64}}}, OrdinaryDiffEq.InterpolationData{ODEFunction{true, SciMLBase.AutoSpecialize, OrdinaryDiffEq.var""#lorenz#583"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Vector{Vector{Float64}}, Vector{Float64}, Vector{Vector{Vector{Float64}}}, OrdinaryDiffEq.Rosenbrock23Cache{Vector{Float64}, Vector{Float64}, Vector{Float64}, Matrix{Float64}, Matrix{Float64}, OrdinaryDiffEq.Rosenbrock23Tableau{Float64}, SciMLBase.TimeGradientWrapper{ODEFunction{true, SciMLBase.AutoSpecialize, OrdinaryDiffEq.var""#lorenz#583"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Vector{Float64}, SciMLBase.NullParameters}, SciMLBase.UJacobianWrapper{ODEFunction{true, SciMLBase.AutoSpecialize, OrdinaryDiffEq.var""#lorenz#583"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Float64, SciMLBase.NullParameters}, DefaultLinSolve, SparseDiffTools.ForwardColorJacCache{Vector{ForwardDiff.Dual{ForwardDiff.Tag{OrdinaryDiffEq.OrdinaryDiffEqTag, Float64}, Float64, 3}}, Vector{ForwardDiff.Dual{ForwardDiff.Tag{OrdinaryDiffEq.OrdinaryDiffEqTag, Float64}, Float64, 3}}, Vector{Float64}, Vector{Vector{Tuple{Float64, Float64, Float64}}}, UnitRange{Int64}, Nothing}, Vector{ForwardDiff.Dual{ForwardDiff.Tag{OrdinaryDiffEq.OrdinaryDiffEqTag, Float64}, Float64, 1}}}}, Bool, DiffEqBase.DEStats}}",1,0
DifferentialEquations,Base,Val{:α65},1,0
DifferentialEquations,Base,Val{:r043},1,0
DifferentialEquations,Base,Val{:qsteady_min},3,0
DifferentialEquations,Base,Val{:a179},1,0
DifferentialEquations,Base,Val{:r186},2,0
DifferentialEquations,Base,Val{:C81},2,0
DifferentialEquations,Base,Val{:a1504},1,0
DifferentialEquations,Base,Val{:a139},1,0
DifferentialEquations,Core,Tuple{Any},1,0
DifferentialEquations,Base,Val{:r015},3,0
DifferentialEquations,Core,"Type{DiscreteFunction{true, SciMLBase.FullSpecialize}}",2,0
DifferentialEquations,Base,Val{:r214},2,0
DifferentialEquations,Base,Val{:r173},2,0
DifferentialEquations,Base,Val{:r134},3,0
DifferentialEquations,Core,"NamedTuple{(:dense, :k, :interp, :alg_choice, :calculate_error, :destats), Tuple{Bool, Vector{Vector{Vector{Float64}}}, OrdinaryDiffEq.CompositeInterpolationData{ODEFunction{true, SciMLBase.AutoSpecialize, OrdinaryDiffEq.var""#lorenz#583"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Vector{Vector{Float64}}, Vector{Float64}, Vector{Vector{Vector{Float64}}}, OrdinaryDiffEq.CompositeCache{Tuple{OrdinaryDiffEq.Vern7Cache{Vector{Float64}, Vector{Float64}, Vector{Float64}, OrdinaryDiffEq.Vern7Tableau{Float64, Float64}}, OrdinaryDiffEq.Rosenbrock5Cache{Vector{Float64}, Vector{Float64}, Vector{Float64}, Matrix{Float64}, Matrix{Float64}, OrdinaryDiffEq.Rodas5Tableau{Float64, Float64}, SciMLBase.TimeGradientWrapper{ODEFunction{true, SciMLBase.AutoSpecialize, OrdinaryDiffEq.var""#lorenz#583"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Vector{Float64}, SciMLBase.NullParameters}, SciMLBase.UJacobianWrapper{ODEFunction{true, SciMLBase.AutoSpecialize, OrdinaryDiffEq.var""#lorenz#583"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Float64, SciMLBase.NullParameters}, DefaultLinSolve, SparseDiffTools.ForwardColorJacCache{Vector{ForwardDiff.Dual{ForwardDiff.Tag{OrdinaryDiffEq.OrdinaryDiffEqTag, Float64}, Float64, 3}}, Vector{ForwardDiff.Dual{ForwardDiff.Tag{OrdinaryDiffEq.OrdinaryDiffEqTag, Float64}, Float64, 3}}, Vector{Float64}, Vector{Vector{Tuple{Float64, Float64, Float64}}}, UnitRange{Int64}, Nothing}, Vector{ForwardDiff.Dual{ForwardDiff.Tag{OrdinaryDiffEq.OrdinaryDiffEqTag, Float64}, Float64, 1}}}}, OrdinaryDiffEq.AutoSwitchCache{Vern7, Rodas5{0, true, DefaultLinSolve, Val{:forward}, true}, Rational{Int64}, Int64}}}, Vector{Int64}, Bool, DiffEqBase.DEStats}}",1,0
DifferentialEquations,Base,Val{:a1312},4,0
DifferentialEquations,StrideArraysCore,"StrideArraysCore.PtrArray{Tuple{Int64, Int64}, (true, false), Float64, 2, 1, 0, (1, 2), Tuple{Static.StaticInt{8}, Int64}, Tuple{Static.StaticInt{1}, Static.StaticInt{1}}}",2,0
DifferentialEquations,Unitful,"Unitful.Quantity{Int64, 𝐋^2 𝐌 𝐈^-1 𝐓^-3, Unitful.FreeUnits{(A^-1, W), 𝐋^2 𝐌 𝐈^-1 𝐓^-3, nothing}}",2,0
DifferentialEquations,Core,"Type{ODEProblem{Matrix{Float64}, Tuple{Float64, Float64}, true, Float64, ODEFunction{true, SciMLBase.FullSpecialize, Main.var""##313"".var""#1#2"", LinearAlgebra.UniformScaling{Bool}, Main.var""##313"".var""#3#4"", Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Base.Pairs{Symbol, Union{}, Tuple{}, NamedTuple{(), Tuple{}}}, SciMLBase.StandardODEProblem}}",1,0
DifferentialEquations,Unitful,"Unitful.Quantity{Int64, 𝐋 𝐌, Unitful.FreeUnits{(kg, m), 𝐋 𝐌, nothing}}",1,0
DifferentialEquations,SentinelArrays,"SentinelArrays.SentinelVector{String, UndefInitializer, Missing, Vector{String}}",1,0
DifferentialEquations,Base,Val{:ea53},2,0
DifferentialEquations,Base,Val{:a2620},2,0
DifferentialEquations,Base,Val{:a2509},2,0
DifferentialEquations,Base,Val{:bp14},1,0
DifferentialEquations,Base,Val{:batchedcollectionmap},1,0
DifferentialEquations,Core,"NamedTuple{(:f, :u0, :p, :tspan), Tuple{DynamicalODEFunction{false, SciMLBase.FullSpecialize, ODEFunction{false, SciMLBase.FullSpecialize, typeof(Main.var""##313"".mass_system!), LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, ODEFunction{false, SciMLBase.FullSpecialize, SciMLBase.var""#276#278"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, ArrayPartition{Float64, Tuple{Float64, Float64}}, SciMLBase.NullParameters, Tuple{Float64, Float64}}}",1,0
DifferentialEquations,Base,Val{:α42},2,0
DifferentialEquations,Base,Val{:rp14},1,0
DifferentialEquations,Core,"Type{ArrayPartition{Float64, Tuple{Float64, Float64}}}",1,0
DifferentialEquations,Base,Val{:r202},2,0
DifferentialEquations,Unitful,"Unitful.Unit{:BritishThermalUnit, 𝐋^2 𝐌 𝐓^-2}",1,0
DifferentialEquations,Unitful,"Unitful.Quantity{Int64, 𝐋^2 𝐌 𝐈^-2 𝐓^-2, Unitful.FreeUnits{(A^-2, J), 𝐋^2 𝐌 𝐈^-2 𝐓^-2, nothing}}",2,0
DifferentialEquations,Base,Val{:r132},3,0
DifferentialEquations,MutableArithmetics,"MutableArithmetics.var""#14#16""{Symbol, Bool, Bool, Vector{Any}, Vector{Any}}",4,0
DifferentialEquations,Base,Val{:a2415},2,0
DifferentialEquations,DataStructures,"DataStructures.SortedDict{UnitRange{Int64}, Int64, JuliaFormatter.IntervalTreeOrder}",2,0
DifferentialEquations,Base,Val{:a1910},2,0
DifferentialEquations,Base,Val{:rp12},1,0
DifferentialEquations,Base,Val{:bp12},1,0
DifferentialEquations,Base,Val{:btilde9},4,0
DifferentialEquations,Base,Val{:r253},2,0
DifferentialEquations,Unitful,"Unitful.Quantity{Int64, 𝐋, Unitful.FreeUnits{(ft,), 𝐋, nothing}}",2,0
DifferentialEquations,Base,Val{:ref},1,0
DifferentialEquations,Base,Val{:r105},2,0
DifferentialEquations,Base,Val{:order},2,0
DifferentialEquations,Base,Val{:btilde16},2,0
DifferentialEquations,Unitful,"Unitful.Quantity{Float64, 𝐓^-1, Unitful.FreeUnits{(rad, s^-1), 𝐓^-1, nothing}}",2,0
DifferentialEquations,Base,Val{:bptilde3},1,0
DifferentialEquations,Unitful,"Unitful.Unit{:Kelvin, 𝚯}",10,0
DifferentialEquations,Base,"Base.Pairs{Symbol, Real, Tuple{Symbol, Symbol, Symbol}, NamedTuple{(:default_set, :second_time, :dt), Tuple{Bool, Bool, Rational{Int64}}}}",2,0
DifferentialEquations,Core,Type{Rosenbrock23},8,0
DifferentialEquations,Base,Val{:r189},2,0
DifferentialEquations,Base,Val{:rp64},1,0
DifferentialEquations,Core,"NamedTuple{(:dense, :k, :interp, :alg_choice, :calculate_error, :destats), Tuple{Bool, Vector{Vector{Vector{Float64}}}, OrdinaryDiffEq.CompositeInterpolationData{ODEFunction{true, SciMLBase.AutoSpecialize, OrdinaryDiffEq.var""#lorenz#583"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Vector{Vector{Float64}}, Vector{Float64}, Vector{Vector{Vector{Float64}}}, OrdinaryDiffEq.CompositeCache{Tuple{OrdinaryDiffEq.Tsit5Cache{Vector{Float64}, Vector{Float64}, Vector{Float64}, OrdinaryDiffEq.Tsit5ConstantCache{Float64, Float64}, typeof(OrdinaryDiffEq.trivial_limiter!), typeof(OrdinaryDiffEq.trivial_limiter!), Static.False}, OrdinaryDiffEq.TRBDF2Cache{Vector{Float64}, Vector{Float64}, Vector{Float64}, OrdinaryDiffEq.TRBDF2Tableau{Float64, Float64}, OrdinaryDiffEq.NLSolver{NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, true, Vector{Float64}, Float64, Nothing, Float64, OrdinaryDiffEq.NLNewtonCache{Vector{Float64}, Float64, Float64, Vector{Float64}, Matrix{Float64}, Matrix{Float64}, SciMLBase.UJacobianWrapper{ODEFunction{true, SciMLBase.AutoSpecialize, OrdinaryDiffEq.var""#lorenz#583"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Float64, SciMLBase.NullParameters}, FiniteDiff.JacobianCache{Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, UnitRange{Int64}, Nothing, Val{:forward}(), Float64}, DefaultLinSolve}}}}, OrdinaryDiffEq.AutoSwitchCache{Tsit5{typeof(OrdinaryDiffEq.trivial_limiter!), typeof(OrdinaryDiffEq.trivial_limiter!), Static.False}, TRBDF2{0, false, DefaultLinSolve, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, Val{:forward}, true}, Rational{Int64}, Int64}}}, Vector{Int64}, Bool, DiffEqBase.DEStats}}",1,0
DifferentialEquations,LibGit2,LibGit2.GitRepo,1,0
DifferentialEquations,Base,Val{:α72},1,0
DifferentialEquations,Base,Val{:a2001},2,0
DifferentialEquations,Base,Val{:r143},3,0
DifferentialEquations,Base,Val{:a054},1,0
DifferentialEquations,VectorizationBase,"VectorizationBase.CartesianVIndex{2, Tuple{Static.StaticInt{1}, Static.StaticInt{1}}}",1,0
DifferentialEquations,Base,Val{:a2210},2,0
DifferentialEquations,Base,Val{:r73},1,0
DifferentialEquations,Base,Val{:ts},6,0
DifferentialEquations,Base,Val{:r162},1,0
DifferentialEquations,Core,Type{Float64},308,0
DifferentialEquations,MutableArithmetics,typeof(MutableArithmetics.rewrite_and_return),4,0
DifferentialEquations,Base,Val{:r262},2,0
DifferentialEquations,Base,Val{:r244},2,0
DifferentialEquations,Base,Val{:a1511},4,0
DifferentialEquations,Base,Val{:a163},1,0
DifferentialEquations,Base,Val{:α31},2,0
DifferentialEquations,VectorizationBase,"VectorizationBase.EVLMask{4, UInt8}",1,0
DifferentialEquations,Base,Val{:r24},1,0
DifferentialEquations,DiffEqBase,typeof(DiffEqBase.checkkwargs),13,0
DifferentialEquations,Unitful,"Unitful.FreeUnits{(Ω,), 𝐋^2 𝐌 𝐈^-2 𝐓^-3, nothing}",1,0
DifferentialEquations,Base,Val{:c₃₂},1,0
DifferentialEquations,Unitful,"Unitful.Unit{:EarthGravity, 𝐋 𝐓^-2}",9,0
DifferentialEquations,Base,Val{:k},12,0
DifferentialEquations,Unitful,"Unitful.Quantity{Int64, 𝐌 𝐋^-1 𝐓^-2, Unitful.FreeUnits{(inch^-2, lbf), 𝐌 𝐋^-1 𝐓^-2, nothing}}",2,0
DifferentialEquations,VectorizationBase,"VectorizationBase.CartesianVIndex{1, Tuple{Static.StaticInt{1}}}",1,0
DifferentialEquations,Base,Val{:r122},3,0
DifferentialEquations,Base,Val{:a1505},1,0
DifferentialEquations,Base,Val{:a1206},3,0
DifferentialEquations,Core,"NamedTuple{(:type,), Tuple{DataType}}",1,0
DifferentialEquations,Base,IOContext{Base.TTY},1,0
DifferentialEquations,Base,Val{:u₂},1,0
DifferentialEquations,OrdinaryDiffEq,typeof(AutoVern9),5,0
DifferentialEquations,Core,"Type{ODEFunction{false, SciMLBase.FullSpecialize}}",3,0
DifferentialEquations,Base,Val{:a2419},2,0
DifferentialEquations,Base,Val{:ea76},1,0
DifferentialEquations,Base,Val{:a52},8,0
DifferentialEquations,Core,"NamedTuple{(:dense, :interp, :timeseries_errors, :destats, :calculate_error), Tuple{Bool, SciMLBase.HermiteInterpolation{Vector{Float64}, Vector{Vector{Float64}}, Vector{Vector{Float64}}}, Bool, DiffEqBase.DEStats, Bool}}",6,0
DifferentialEquations,Core,"NamedTuple{(:dense, :k, :interp, :calculate_error, :destats), Tuple{Bool, Vector{Vector{ArrayPartition{Float64, Tuple{Float64, Float64}}}}, OrdinaryDiffEq.InterpolationData{DynamicalODEFunction{false, SciMLBase.FullSpecialize, ODEFunction{false, SciMLBase.FullSpecialize, typeof(Main.var""##313"".mass_system!), LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, ODEFunction{false, SciMLBase.FullSpecialize, SciMLBase.var""#276#278"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Vector{ArrayPartition{Float64, Tuple{Float64, Float64}}}, Vector{Float64}, Vector{Vector{ArrayPartition{Float64, Tuple{Float64, Float64}}}}, OrdinaryDiffEq.DPRKN12ConstantCache{Float64, Float64}}, Bool, DiffEqBase.DEStats}}",1,0
DifferentialEquations,Unitful,"Unitful.Unit{:Ounce, 𝐌}",9,0
DifferentialEquations,Base,Val{:opids},1,0
DifferentialEquations,Core,Type{Val{:call}},1,0
DifferentialEquations,CSV,CSV.Arg,1,0
DifferentialEquations,Base,Val{:U},2,0
DifferentialEquations,Base,Val{:k2},18,0
DifferentialEquations,Base,Val{:a1405},1,0
DifferentialEquations,Base,Val{:a1311},4,0
DifferentialEquations,SciMLBase,"SciMLBase.var""#395#400""",1,0
DifferentialEquations,Base,Val{:a149},1,0
DifferentialEquations,Base,Val{:eb1},1,0
DifferentialEquations,Base,Val{:fast_convergence_cutoff},2,0
DifferentialEquations,Core,"Type{KenCarp4{0, false, DefaultLinSolve, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, Val{:forward}, true}}",1,0
DifferentialEquations,Base,Val{:a105},2,0
DifferentialEquations,SciMLBase,"SciMLBase.LinearInterpolation{Vector{Float64}, Vector{Vector{Float64}}}",7,0
DifferentialEquations,Base,Val{:a081},1,0
DifferentialEquations,Core,Tuple,5,0
DifferentialEquations,Base,Val{:a051},1,0
DifferentialEquations,Base,Val{:a1410},3,0
DifferentialEquations,Base,"Base.Pairs{Symbol, Bool, Tuple{Symbol}, NamedTuple{(:default_set,), Tuple{Bool}}}",7,0
DifferentialEquations,Base,Val{:a096},1,0
DifferentialEquations,OrdinaryDiffEq,"OrdinaryDiffEq.Vern7ExtraStages{Float64, Float64}",60,0
DifferentialEquations,Base,Val{:a2311},2,0
DifferentialEquations,Base,Val{:r113},3,0
DifferentialEquations,Base,Val{:C64},4,0
DifferentialEquations,Base,Val{:c16},2,0
DifferentialEquations,Unitful,"Unitful.FreeUnits{(°,), NoDims, nothing}",1,0
DifferentialEquations,Base,Val{:a021},1,0
DifferentialEquations,Unitful,"Unitful.Quantity{Int64, 𝐋^2 𝐓^-2, Unitful.FreeUnits{(kg^-1, J), 𝐋^2 𝐓^-2, nothing}}",2,0
DifferentialEquations,Base,Val{:a137},1,0
DifferentialEquations,Base,Val{:a2220},2,0
DifferentialEquations,Unitful,"Unitful.Quantity{Int64, 𝐋, Unitful.FreeUnits{(m,), 𝐋, nothing}}",1,0
DifferentialEquations,Base,Val{:c11},4,0
DifferentialEquations,Core,Tuple{Type},14,0
DifferentialEquations,Base,Val{:a2114},2,0
DifferentialEquations,Base,Val{:a1301},3,0
DifferentialEquations,Unitful,Unitful.Dimensions{()},1,0
DifferentialEquations,Static,Static.StaticInt{3},1,0
DifferentialEquations,Base,Val{:a2219},2,0
DifferentialEquations,Base,Val{:rp43},1,0
DifferentialEquations,Pkg.REPLMode,Pkg.REPLMode.Option,1,0
DifferentialEquations,Unitful,"Unitful.Unit{:Mole, 𝐍}",10,0
DifferentialEquations,Core,Type{StaticArraysCore.SVector{5}},1,0
DifferentialEquations,Unitful,"Unitful.Dimensions{(Unitful.Dimension{:Length}(-2//1), Unitful.Dimension{:Luminosity}(1//1))}",1,0
DifferentialEquations,Base,Val{:a133},1,0
DifferentialEquations,Sundials,"Sundials.CVODEIntegrator{Vector{Float64}, Vector{Float64}, Sundials.Handle{Sundials.CVODEMem}, ODESolution{Float64, 2, Vector{Vector{Float64}}, Nothing, Nothing, Vector{Float64}, Nothing, ODEProblem{Vector{Float64}, Tuple{Float64, Float64}, true, Vector{Float64}, ODEFunction{true, SciMLBase.AutoSpecialize, Sundials.var""#lorenz#120"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Base.Pairs{Symbol, Union{}, Tuple{}, NamedTuple{(), Tuple{}}}, SciMLBase.StandardODEProblem}, Sundials.CVODE_Adams{:Functional, :None, Nothing, Nothing}, SciMLBase.HermiteInterpolation{Vector{Float64}, Vector{Vector{Float64}}, Vector{Vector{Float64}}}, DiffEqBase.DEStats, Nothing}, Sundials.CVODE_Adams{:Functional, :None, Nothing, Nothing}, ODEFunction{true, SciMLBase.AutoSpecialize, Sundials.var""#lorenz#120"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Sundials.FunJac{ODEFunction{true, SciMLBase.AutoSpecialize, Sundials.var""#lorenz#120"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Nothing, Nothing, Vector{Float64}, Nothing, Nothing, Vector{Float64}, Nothing, Nothing, Nothing}, Nothing, Sundials.DEOptions{DataStructures.BinaryMinHeap{Float64}, DataStructures.BinaryMinHeap{Float64}, Vector{Float64}, Vector{Float64}, Nothing, CallbackSet{Tuple{}, Tuple{}}, Float64, Float64, typeof(DiffEqBase.ODE_DEFAULT_PROG_MESSAGE)}, Vector{Float64}, Tuple{Int64}, Vector{Float64}, Nothing, Nothing, Nothing}",3,0
DifferentialEquations,Base,Val{:beta2},2,0
DifferentialEquations,Base,Val{:a1105},1,0
DifferentialEquations,Base,Val{:ea75},1,0
DifferentialEquations,Core,Type{DAEProblem},1,0
DifferentialEquations,Unitful,"Unitful.Unit{:Rankine, 𝚯}",3,0
DifferentialEquations,Base,Val{:r152},3,0
DifferentialEquations,Unitful,"Unitful.Unit{:Molar, 𝐍 𝐋^-3}",1,0
DifferentialEquations,Base,Val{:J},14,0
DifferentialEquations,Base,"Base.Pairs{Symbol, Float64, Tuple{Symbol}, NamedTuple{(:reltol,), Tuple{Float64}}}",5,0
DifferentialEquations,OrdinaryDiffEq,"OrdinaryDiffEq.ODEIntegrator{Tsit5{typeof(OrdinaryDiffEq.trivial_limiter!), typeof(OrdinaryDiffEq.trivial_limiter!), Static.False}, true, Vector{Float64}, Nothing, Float64, SciMLBase.NullParameters, Float64, Float64, Float64, Float64, Vector{Vector{Float64}}, ODESolution{Float64, 2, Vector{Vector{Float64}}, Nothing, Nothing, Vector{Float64}, Vector{Vector{Vector{Float64}}}, ODEProblem{Vector{Float64}, Tuple{Float64, Float64}, true, SciMLBase.NullParameters, ODEFunction{true, SciMLBase.AutoSpecialize, OrdinaryDiffEq.var""#lorenz#583"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Base.Pairs{Symbol, Union{}, Tuple{}, NamedTuple{(), Tuple{}}}, SciMLBase.StandardODEProblem}, Tsit5{typeof(OrdinaryDiffEq.trivial_limiter!), typeof(OrdinaryDiffEq.trivial_limiter!), Static.False}, OrdinaryDiffEq.InterpolationData{ODEFunction{true, SciMLBase.AutoSpecialize, OrdinaryDiffEq.var""#lorenz#583"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, Vector{Vector{Float64}}, Vector{Float64}, Vector{Vector{Vector{Float64}}}, OrdinaryDiffEq.Tsit5Cache{Vector{Float64}, Vector{Float64}, Vector{Float64}, OrdinaryDiffEq.Tsit5ConstantCache{Float64, Float64}, typeof(OrdinaryDiffEq.trivial_limiter!), typeof(OrdinaryDiffEq.trivial_limiter!), Static.False}}, DiffEqBase.DEStats, Nothing}, ODEFunction{true, SciMLBase.AutoSpecialize, OrdinaryDiffEq.var""#lorenz#583"", LinearAlgebra.UniformScaling{Bool}, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, Nothing, typeof(SciMLBase.DEFAULT_OBSERVED), Nothing, Nothing}, OrdinaryDiffEq.Tsit5Cache{Vector{Float64}, Vector{Float64}, Vector{Float64}, OrdinaryDiffEq.Tsit5ConstantCache{Float64, Float64}, typeof(OrdinaryDiffEq.trivial_limiter!), typeof(OrdinaryDiffEq.trivial_limiter!), Static.False}, OrdinaryDiffEq.DEOptions{Float64, Float64, Float64, Float64, PIController{Rational{Int64}}, typeof(DiffEqBase.ODE_DEFAULT_NORM), typeof(LinearAlgebra.opnorm), Nothing, CallbackSet{Tuple{}, Tuple{}}, typeof(DiffEqBase.ODE_DEFAULT_ISOUTOFDOMAIN), typeof(DiffEqBase.ODE_DEFAULT_PROG_MESSAGE), typeof(DiffEqBase.ODE_DEFAULT_UNSTABLE_CHECK), DataStructures.BinaryHeap{Float64, DataStructures.FasterForward}, DataStructures.BinaryHeap{Float64, DataStructures.FasterForward}, Nothing, Nothing, Int64, Tuple{}, Tuple{}, Tuple{}}, Vector{Float64}, Float64, Nothing, OrdinaryDiffEq.DefaultInit}",81,0
